lang_code	language	is_subtag	en_wikipedia_link	wikidata_url
peo	Old Persian	False	https://en.wikipedia.org/wiki/Old_Persian	http://www.wikidata.org/entity/Q35225
pfl	Palatinate German	False	https://en.wikipedia.org/wiki/Palatine_German_language	http://www.wikidata.org/entity/Q23014
pi	Pali	False	https://en.wikipedia.org/wiki/Pali	http://www.wikidata.org/entity/Q36727
pih	Pitkern	False	https://en.wikipedia.org/wiki/Pitkern_language	http://www.wikidata.org/entity/Q36554
pis	Pijin	False	https://en.wikipedia.org/wiki/Pijin_language	http://www.wikidata.org/entity/Q36699
pjt	Pitjantjatjara	False	https://en.wikipedia.org/wiki/Pitjantjatjara_dialect	http://www.wikidata.org/entity/Q2982063
pko	Pökoot	False	https://en.wikipedia.org/wiki/Pökoot_language	http://www.wikidata.org/entity/Q36323
pl	Polish	False	https://en.wikipedia.org/wiki/Polish_language	http://www.wikidata.org/entity/Q809
pms	Piedmontese	False	https://en.wikipedia.org/wiki/Piedmontese_language	http://www.wikidata.org/entity/Q15085
pmy	Papuan Malay	False	https://en.wikipedia.org/wiki/Papuan_Malay	http://www.wikidata.org/entity/Q12473446
pnb	Punjabi	False	https://en.wikipedia.org/wiki/Punjabi_language	http://www.wikidata.org/entity/Q58635
pnb	Western Punjabi	False	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q1389492
pnt	Pontic Greek	False	https://en.wikipedia.org/wiki/Pontic_Greek	http://www.wikidata.org/entity/Q36748
ppu	Papora-Hoanya	False	https://en.wikipedia.org/wiki/Papora-Hoanya_language	http://www.wikidata.org/entity/Q2094884
prg	Old Prussian	False	https://en.wikipedia.org/wiki/Old_Prussian_language	http://www.wikidata.org/entity/Q35501
ps	Pashto	False	https://en.wikipedia.org/wiki/Pashto	http://www.wikidata.org/entity/Q58680
pt	Portuguese	False	https://en.wikipedia.org/wiki/Portuguese_language	http://www.wikidata.org/entity/Q5146
pt-ao1990	Portuguese Language Orthographic Agreement of 1990	True	https://en.wikipedia.org/wiki/Portuguese_Language_Orthographic_Agreement_of_1990	http://www.wikidata.org/entity/Q1113432
pt-br	Brazilian Portuguese	True	https://en.wikipedia.org/wiki/Brazilian_Portuguese	http://www.wikidata.org/entity/Q750553
pwn	Paiwan	False	https://en.wikipedia.org/wiki/Paiwan_language	http://www.wikidata.org/entity/Q715755
pwn	katadrengan	False	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q108340302
pyu	Puyuma	False	https://en.wikipedia.org/wiki/Puyuma_language	http://www.wikidata.org/entity/Q716690
qu	Quechua	False	https://en.wikipedia.org/wiki/Quechuan_languages	http://www.wikidata.org/entity/Q5218
quc	K’iche’	False	https://en.wikipedia.org/wiki/Kʼicheʼ_language	http://www.wikidata.org/entity/Q36494
qug	Kichwa	False	https://en.wikipedia.org/wiki/Kichwa_language	http://www.wikidata.org/entity/Q1740805
qya	Quenya	False	https://en.wikipedia.org/wiki/Quenya	http://www.wikidata.org/entity/Q56383
rar	Cook Islands Maori	False	https://en.wikipedia.org/wiki/Cook_Islands_Māori	http://www.wikidata.org/entity/Q36745
rcf	Réunion Creole	False	https://en.wikipedia.org/wiki/Réunion_Creole	http://www.wikidata.org/entity/Q13198
rgn	Romagnol	False	https://en.wikipedia.org/wiki/Romagnol_dialects	http://www.wikidata.org/entity/Q1641543
rif	Tarifit	False	https://en.wikipedia.org/wiki/Tarifit	http://www.wikidata.org/entity/Q34174
rki	Arakanese	False	https://en.wikipedia.org/wiki/Arakanese_language	http://www.wikidata.org/entity/Q3450749
rkt	Rangpuri	False	https://en.wikipedia.org/wiki/Rangpuri_language	http://www.wikidata.org/entity/Q3241618
rm	Romansh	False	https://en.wikipedia.org/wiki/Romansh_language	http://www.wikidata.org/entity/Q13199
rm-puter	Putèr	True	https://en.wikipedia.org/wiki/Putèr	http://www.wikidata.org/entity/Q688309
rm-rumgr	Rumantsch Grischun	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q688873
rm-surmiran	Surmiran	True	https://en.wikipedia.org/wiki/Surmiran_dialect	http://www.wikidata.org/entity/Q690216
rm-sursilv	Sursilvan	True	https://en.wikipedia.org/wiki/Sursilvan	http://www.wikidata.org/entity/Q688348
rm-sutsilv	Sutsilvan	True	https://en.wikipedia.org/wiki/Sutsilvan_dialects_(Romansh)	http://www.wikidata.org/entity/Q688272
rm-vallader	Vallader	True	https://en.wikipedia.org/wiki/Vallader_dialect	http://www.wikidata.org/entity/Q690226
rmc	Carpathian Romani	False	https://en.wikipedia.org/wiki/Carpathian_Romani	http://www.wikidata.org/entity/Q5045611
rmf	Finnish Kalo	False	https://en.wikipedia.org/wiki/Finnish_Kalo_language	http://www.wikidata.org/entity/Q2093214
rmy	Romani	False	https://en.wikipedia.org/wiki/Romani_language	http://www.wikidata.org/entity/Q13201
rn	Kirundi	False	https://en.wikipedia.org/wiki/Kirundi	http://www.wikidata.org/entity/Q33583
ro	Romanian	False	https://en.wikipedia.org/wiki/Romanian_language	http://www.wikidata.org/entity/Q7913
roa-tara	Tarantino	True	https://en.wikipedia.org/wiki/Tarantino_dialect	http://www.wikidata.org/entity/Q695526
ru	Russian	False	https://en.wikipedia.org/wiki/Russian_language	http://www.wikidata.org/entity/Q7737
ru-sib	Siberian	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q1194341
rue	Rusyn	False	https://en.wikipedia.org/wiki/Rusyn_language	http://www.wikidata.org/entity/Q26245
rup	Aromanian	False	https://en.wikipedia.org/wiki/Aromanian_language	http://www.wikidata.org/entity/Q29316
ruq	Megleno-Romanian	False	https://en.wikipedia.org/wiki/Megleno-Romanian_language	http://www.wikidata.org/entity/Q13358
ruq-cyrl	Megleno-Romanian in Cyrillic script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64362998
ruq-latn	Megleno-Romanian in Latin script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64362999
rw	Kinyarwanda	False	https://en.wikipedia.org/wiki/Kinyarwanda	http://www.wikidata.org/entity/Q33573
rwr	Marwari	False	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q65455884
ryu	Okinawan	False	https://en.wikipedia.org/wiki/Okinawan_language	http://www.wikidata.org/entity/Q34233
sa	Sanskrit	False	https://en.wikipedia.org/wiki/Sanskrit	http://www.wikidata.org/entity/Q11059
sah	Sakha	False	https://en.wikipedia.org/wiki/Yakut_language	http://www.wikidata.org/entity/Q34299
sat	Santali	False	https://en.wikipedia.org/wiki/Santali_language	http://www.wikidata.org/entity/Q33965
sat-beng	Santali in Bengali script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q107550055
sc	Sardinian	False	https://en.wikipedia.org/wiki/Sardinian_language	http://www.wikidata.org/entity/Q33976
scn	Sicilian	False	https://en.wikipedia.org/wiki/Sicilian_language	http://www.wikidata.org/entity/Q33973
sco	Scots	False	https://en.wikipedia.org/wiki/Scots_language	http://www.wikidata.org/entity/Q14549
sd	Sindhi	False	https://en.wikipedia.org/wiki/Sindhi_language	http://www.wikidata.org/entity/Q33997
sdc	Sassarese	False	https://en.wikipedia.org/wiki/Sassarese_language	http://www.wikidata.org/entity/Q845441
sdh	Southern Kurdish	False	https://en.wikipedia.org/wiki/Southern_Kurdish	http://www.wikidata.org/entity/Q1496597
se	Northern Sami	False	https://en.wikipedia.org/wiki/Northern_Sami	http://www.wikidata.org/entity/Q33947
sei	Seri	False	https://en.wikipedia.org/wiki/Seri_language	http://www.wikidata.org/entity/Q36583
ses	Koyraboro Senni	False	https://en.wikipedia.org/wiki/Koyraboro_Senni	http://www.wikidata.org/entity/Q35655
sg	Sango	False	https://en.wikipedia.org/wiki/Sango_language	http://www.wikidata.org/entity/Q33954
sh	Serbo-Croatian	False	https://en.wikipedia.org/wiki/Serbo-Croatian	http://www.wikidata.org/entity/Q9301
shi	Tashelhit	False	https://en.wikipedia.org/wiki/Shilha_language	http://www.wikidata.org/entity/Q34152
shi-latn	Tachelhit in Latin script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64363000
shi-tfng	Tachelhit in Tifinagh script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64363001
shn	Shan	False	https://en.wikipedia.org/wiki/Shan_language	http://www.wikidata.org/entity/Q56482
shy	Shawiya	False	https://en.wikipedia.org/wiki/Shawiya_language	http://www.wikidata.org/entity/Q33274
shy-latn	Shawiya in Latin script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64363002
si	Sinhala	False	https://en.wikipedia.org/wiki/Sinhala_language	http://www.wikidata.org/entity/Q13267
sid	Sidamo	False	https://en.wikipedia.org/wiki/Sidama_language	http://www.wikidata.org/entity/Q33786
simple	Simple English	False	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q21480034
sjd	Kildin Sami	False	https://en.wikipedia.org/wiki/Kildin_Sami	http://www.wikidata.org/entity/Q33656
sje	Pite Sami	False	https://en.wikipedia.org/wiki/Pite_Sami	http://www.wikidata.org/entity/Q56314
sjm	Mapun	False	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q3287253
sjn	Sindarin	False	https://en.wikipedia.org/wiki/Sindarin	http://www.wikidata.org/entity/Q56437
sjt	Ter Sami	False	https://en.wikipedia.org/wiki/Ter_Sami	http://www.wikidata.org/entity/Q36656
sju	Ume Sami	False	https://en.wikipedia.org/wiki/Ume_Sámi	http://www.wikidata.org/entity/Q56415
sk	Slovak	False	https://en.wikipedia.org/wiki/Slovak_language	http://www.wikidata.org/entity/Q9058
skr	Saraiki	False	https://en.wikipedia.org/wiki/Saraiki_language	http://www.wikidata.org/entity/Q33902
skr-arab	Saraiki in Arabic script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64363003
sl	Slovene	False	https://en.wikipedia.org/wiki/Slovene_language	http://www.wikidata.org/entity/Q9063
sli	Silesian German	False	https://en.wikipedia.org/wiki/Silesian_German	http://www.wikidata.org/entity/Q152965
sm	Samoan	False	https://en.wikipedia.org/wiki/Samoan_language	http://www.wikidata.org/entity/Q34011
sma	Southern Sami	False	https://en.wikipedia.org/wiki/Southern_Sámi	http://www.wikidata.org/entity/Q13293
smj	Lule Sami	False	https://en.wikipedia.org/wiki/Lule_Sami	http://www.wikidata.org/entity/Q56322
smn	Inari Sami	False	https://en.wikipedia.org/wiki/Inari_Sami	http://www.wikidata.org/entity/Q33462
sms	Skolt Sami	False	https://en.wikipedia.org/wiki/Skolt_Sami	http://www.wikidata.org/entity/Q13271
sn	Shona	False	https://en.wikipedia.org/wiki/Shona_language	http://www.wikidata.org/entity/Q34004
so	Somali	False	https://en.wikipedia.org/wiki/Somali_language	http://www.wikidata.org/entity/Q13275
sou	Southern Thai	False	https://en.wikipedia.org/wiki/Southern_Thai_language	http://www.wikidata.org/entity/Q56508
sq	Albanian	False	https://en.wikipedia.org/wiki/Albanian_language	http://www.wikidata.org/entity/Q8748
sr	Serbian	False	https://en.wikipedia.org/wiki/Serbian_language	http://www.wikidata.org/entity/Q9299
sr-ec	Serbian written in Cyrillic	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q21161942
sr-el	Serbian (Latin script)	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q21161949
srn	Sranan Tongo	False	https://en.wikipedia.org/wiki/Sranan_Tongo	http://www.wikidata.org/entity/Q33989
srq	Sirionó	False	https://en.wikipedia.org/wiki/Sirionó_language	http://www.wikidata.org/entity/Q3027953
ss	Swazi	False	https://en.wikipedia.org/wiki/Swazi_language	http://www.wikidata.org/entity/Q34014
ssf	Thao	False	https://en.wikipedia.org/wiki/Thao_language	http://www.wikidata.org/entity/Q676492
st	Sesotho	False	https://en.wikipedia.org/wiki/Sotho_language	http://www.wikidata.org/entity/Q34340
stq	Saterland Frisian	False	https://en.wikipedia.org/wiki/Saterland_Frisian_language	http://www.wikidata.org/entity/Q27154
sty	Siberian Tatar	False	https://en.wikipedia.org/wiki/Siberian_Tatar_language	http://www.wikidata.org/entity/Q4418344
su	Sundanese	False	https://en.wikipedia.org/wiki/Sundanese_language	http://www.wikidata.org/entity/Q34002
sux-latn	Sumerian in Latin script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q107549870
sv	Swedish	False	https://en.wikipedia.org/wiki/Swedish_language	http://www.wikidata.org/entity/Q9027
sw	Swahili	False	https://en.wikipedia.org/wiki/Swahili_language	http://www.wikidata.org/entity/Q7838
sxr	Saaroa	False	https://en.wikipedia.org/wiki/Saaroa_language	http://www.wikidata.org/entity/Q716599
syc	Syriac	False	https://en.wikipedia.org/wiki/Syriac_language	http://www.wikidata.org/entity/Q33538
syl-beng	Sylheti in Bengali-Assamese script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q107549714
szl	Silesian	False	https://en.wikipedia.org/wiki/Silesian_language	http://www.wikidata.org/entity/Q30319
szy	Sakizaya	False	https://en.wikipedia.org/wiki/Sakizaya_language	http://www.wikidata.org/entity/Q718269
ta	Tamil	False	https://en.wikipedia.org/wiki/Tamil_language	http://www.wikidata.org/entity/Q5885
tay	Atayal	False	https://en.wikipedia.org/wiki/Atayal_language	http://www.wikidata.org/entity/Q715766
tce	Southern Tutchone	False	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q31091048
tcy	Tulu	False	https://en.wikipedia.org/wiki/Tulu_language	http://www.wikidata.org/entity/Q34251
te	Telugu	False	https://en.wikipedia.org/wiki/Telugu_language	http://www.wikidata.org/entity/Q8097
tet	Tetum	False	https://en.wikipedia.org/wiki/Tetum_language	http://www.wikidata.org/entity/Q34125
tg	Tajik	False	https://en.wikipedia.org/wiki/Tajik_language	http://www.wikidata.org/entity/Q9260
tg-cyrl	Tajik in Cyrillic script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64363004
tg-latn	Tajik in Latin script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64363005
th	Thai	False	https://en.wikipedia.org/wiki/Thai_language	http://www.wikidata.org/entity/Q9217
ti	Tigrinya	False	https://en.wikipedia.org/wiki/Tigrinya_language	http://www.wikidata.org/entity/Q34124
tk	Turkmen	False	https://en.wikipedia.org/wiki/Turkmen_language	http://www.wikidata.org/entity/Q9267
tl	Tagalog	False	https://en.wikipedia.org/wiki/Tagalog_language	http://www.wikidata.org/entity/Q34057
tlh	Klingon	False	https://en.wikipedia.org/wiki/Klingon_language	http://www.wikidata.org/entity/Q10134
tlh-latn	Klingon in Okrand notation	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q107550949
tlh-piqd	Klingon in pIqaD	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q107550940
tli	Tlingit	False	https://en.wikipedia.org/wiki/Tlingit_language	http://www.wikidata.org/entity/Q27792
tly	Talysh	False	https://en.wikipedia.org/wiki/Talysh_language	http://www.wikidata.org/entity/Q34318
tly-cyrl	Talysh in Cyrillic script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q107526557
tn	Tswana	False	https://en.wikipedia.org/wiki/Tswana_language	http://www.wikidata.org/entity/Q34137
to	Tongan	False	https://en.wikipedia.org/wiki/Tongan_language	http://www.wikidata.org/entity/Q34094
tok	Toki Pona	False	https://en.wikipedia.org/wiki/Toki_Pona	http://www.wikidata.org/entity/Q36846
tpi	Tok Pisin	False	https://en.wikipedia.org/wiki/Tok_Pisin	http://www.wikidata.org/entity/Q34159
tr	Turkish	False	https://en.wikipedia.org/wiki/Turkish_language	http://www.wikidata.org/entity/Q256
tru	Turoyo	False	https://en.wikipedia.org/wiki/Turoyo_language	http://www.wikidata.org/entity/Q34040
trv	Seediq	False	https://en.wikipedia.org/wiki/Seediq_language	http://www.wikidata.org/entity/Q716686
ts	Tsonga	False	https://en.wikipedia.org/wiki/Tsonga_language	http://www.wikidata.org/entity/Q34327
tsg	Tausug	False	https://en.wikipedia.org/wiki/Tausug_language	http://www.wikidata.org/entity/Q34142
tsk	Tseku	False	https://en.wikipedia.org/wiki/Tseku_language	http://www.wikidata.org/entity/Q11159532
tsu	Tsou	False	https://en.wikipedia.org/wiki/Tsou_language	http://www.wikidata.org/entity/Q716681
tt	Tatar	False	https://en.wikipedia.org/wiki/Tatar_language	http://www.wikidata.org/entity/Q25285
tt-cyrl	Tatar in Cyrillic script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q39132549
tt-latn	Tatar in Latin script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q39134544
ttm	Northern Tutchone	False	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q20822
tum	Tumbuka	False	https://en.wikipedia.org/wiki/Tumbuka_language	http://www.wikidata.org/entity/Q34138
tvl	Tuvaluan	False	https://en.wikipedia.org/wiki/Tuvaluan_language	http://www.wikidata.org/entity/Q34055
tvn	Tavoyan dialects	False	https://en.wikipedia.org/wiki/Tavoyan_dialects	http://www.wikidata.org/entity/Q7689158
tvx	Taivoan	False	https://en.wikipedia.org/wiki/Taivoan_language	http://www.wikidata.org/entity/Q1975271
tw	Twi	False	https://en.wikipedia.org/wiki/Twi	http://www.wikidata.org/entity/Q36850
ty	Tahitian	False	https://en.wikipedia.org/wiki/Tahitian_language	http://www.wikidata.org/entity/Q34128
tyv	Tuvan	False	https://en.wikipedia.org/wiki/Tuvan_language	http://www.wikidata.org/entity/Q34119
tzl	Talossan	False	https://en.wikipedia.org/wiki/Talossan_language	http://www.wikidata.org/entity/Q1063911
tzm	Central Atlas Tamazight	False	https://en.wikipedia.org/wiki/Central_Atlas_Tamazight	http://www.wikidata.org/entity/Q49741
udm	Udmurt	False	https://en.wikipedia.org/wiki/Udmurt_language	http://www.wikidata.org/entity/Q13238
ug	Uyghur	False	https://en.wikipedia.org/wiki/Uyghur_language	http://www.wikidata.org/entity/Q13263
ug-arab	Uyghur in Arabic script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q22338135
ug-latn	Uyghur in Latin script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q22338145
uk	Ukrainian	False	https://en.wikipedia.org/wiki/Ukrainian_language	http://www.wikidata.org/entity/Q8798
umu	Munsee	False	https://en.wikipedia.org/wiki/Munsee_language	http://www.wikidata.org/entity/Q56547
und	undetermined language	False	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q22282914
ur	Urdu	False	https://en.wikipedia.org/wiki/Urdu	http://www.wikidata.org/entity/Q1617
uun	Pazeh	False	https://en.wikipedia.org/wiki/Pazeh_language	http://www.wikidata.org/entity/Q36435
uz	Uzbek	False	https://en.wikipedia.org/wiki/Uzbek_language	http://www.wikidata.org/entity/Q9264
uz-cyrl	Uzbek in Cyrillic script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64363006
uz-latn	Uzbek in Latin script	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64363007
uzs	Southern Uzbek	False	https://en.wikipedia.org/wiki/Southern_Uzbek_language	http://www.wikidata.org/entity/Q1066787
ve	Venda	False	https://en.wikipedia.org/wiki/Venda_language	http://www.wikidata.org/entity/Q32704
vec	Venetian	False	https://en.wikipedia.org/wiki/Venetian_language	http://www.wikidata.org/entity/Q32724
vep	Veps	False	https://en.wikipedia.org/wiki/Veps_language	http://www.wikidata.org/entity/Q32747
vi	Vietnamese	False	https://en.wikipedia.org/wiki/Vietnamese_language	http://www.wikidata.org/entity/Q9199
vls	West Flemish	False	https://en.wikipedia.org/wiki/West_Flemish	http://www.wikidata.org/entity/Q100103
vmf	Main-Franconian	False	https://en.wikipedia.org/wiki/Main-Franconian_dialects	http://www.wikidata.org/entity/Q497345
vo	Volapük	False	https://en.wikipedia.org/wiki/Volapük	http://www.wikidata.org/entity/Q36986
vot	Votic	False	https://en.wikipedia.org/wiki/Votic_language	http://www.wikidata.org/entity/Q32858
wa	Walloon	False	https://en.wikipedia.org/wiki/Walloon_language	http://www.wikidata.org/entity/Q34219
wal	Wolaytta	False	https://en.wikipedia.org/wiki/Wolaitta_language	http://www.wikidata.org/entity/Q36943
war	Waray	False	https://en.wikipedia.org/wiki/Waray_language	http://www.wikidata.org/entity/Q34279
wbl	Wakhi	False	https://en.wikipedia.org/wiki/Wakhi_language	http://www.wikidata.org/entity/Q34208
wls	Wallisian	False	https://en.wikipedia.org/wiki/Wallisian_language	http://www.wikidata.org/entity/Q36979
wo	Wolof	False	https://en.wikipedia.org/wiki/Wolof_language	http://www.wikidata.org/entity/Q34257
wuu	Wu Chinese	False	https://en.wikipedia.org/wiki/Wu_Chinese	http://www.wikidata.org/entity/Q34290
wym	Vilamovian	False	https://en.wikipedia.org/wiki/Wymysorys_language	http://www.wikidata.org/entity/Q56485
xal	Kalmyk Oirat	False	https://en.wikipedia.org/wiki/Kalmyk_Oirat	http://www.wikidata.org/entity/Q33634
xh	Xhosa	False	https://en.wikipedia.org/wiki/Xhosa_language	http://www.wikidata.org/entity/Q13218
xmf	Mingrelian	False	https://en.wikipedia.org/wiki/Mingrelian_language	http://www.wikidata.org/entity/Q13359
xnb	Kanakanavu	False	https://en.wikipedia.org/wiki/Kanakanavu_language	http://www.wikidata.org/entity/Q172244
xpu	Punic	False	https://en.wikipedia.org/wiki/Punic_language	http://www.wikidata.org/entity/Q535958
xsy	Saisiyat	False	https://en.wikipedia.org/wiki/Saisiyat_language	http://www.wikidata.org/entity/Q716695
yai	Yaghnobi	False	https://en.wikipedia.org/wiki/Yaghnobi_language	http://www.wikidata.org/entity/Q34247
yap	Yapese	False	https://en.wikipedia.org/wiki/Yapese_language	http://www.wikidata.org/entity/Q34029
yav	Yangben	False	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q12953315
ydg	Yidgha	False	https://en.wikipedia.org/wiki/Yidgha_language	http://www.wikidata.org/entity/Q34179
yi	Yiddish	False	https://en.wikipedia.org/wiki/Yiddish	http://www.wikidata.org/entity/Q8641
yo	Yoruba	False	https://en.wikipedia.org/wiki/Yoruba_language	http://www.wikidata.org/entity/Q34311
yrk	Nenets	False	https://en.wikipedia.org/wiki/Nenets_languages	http://www.wikidata.org/entity/Q36452
yrl	Nheengatu	False	https://en.wikipedia.org/wiki/Nheengatu	http://www.wikidata.org/entity/Q34333
za	Zhuang	False	https://en.wikipedia.org/wiki/Zhuang_languages	http://www.wikidata.org/entity/Q13216
zea	Zeelandic	False	https://en.wikipedia.org/wiki/Zeelandic	http://www.wikidata.org/entity/Q237409
zgh	Standard Moroccan Berber	False	https://en.wikipedia.org/wiki/Standard_Moroccan_Amazigh	http://www.wikidata.org/entity/Q7598268
zh	Chinese	False	https://en.wikipedia.org/wiki/Chinese_language	http://www.wikidata.org/entity/Q7850
zh-cn	Putonghua	True	https://en.wikipedia.org/wiki/Putonghua	http://www.wikidata.org/entity/Q24841726
zh-hans	Simplified Chinese	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q13414913
zh-hant	Traditional Chinese	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q18130932
zh-hk	Chinese (Hong Kong)	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q100148307
zh-min-nan	Southern Min	True	https://en.wikipedia.org/wiki/Southern_Min	http://www.wikidata.org/entity/Q36495
zh-mo	Chinese in Macau	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q64427357
zh-my	Malaysian Mandarin	True	https://en.wikipedia.org/wiki/Malaysian_Mandarin	http://www.wikidata.org/entity/Q13646143
zh-sg	Singaporean Mandarin	True	https://en.wikipedia.org/wiki/Singaporean_Mandarin	http://www.wikidata.org/entity/Q1048980
zh-tw	Standard Taiwanese Mandarin	True	https://en.wikipedia.org/wiki/Taiwanese_Mandarin	http://www.wikidata.org/entity/Q262828
zh-tw	Taiwanese Mandarin	True	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q4380827
zh-yue	Yue Chinese	True	https://en.wikipedia.org/wiki/Yue_Chinese	http://www.wikidata.org/entity/Q7033959
zh-yue	Cantonese	True	https://en.wikipedia.org/wiki/Cantonese	http://www.wikidata.org/entity/Q9186
zu	Zulu	False	https://en.wikipedia.org/wiki/Zulu_language	http://www.wikidata.org/entity/Q10179
zun	Zuni	False	https://en.wikipedia.org/wiki/Zuni_language	http://www.wikidata.org/entity/Q10188
zxx	no linguistic content	False	https://en.wikipedia.org/wiki/	http://www.wikidata.org/entity/Q22282939
