language_long	mca_comma
global	0.30800783429822814
Afar	0.021141159677481577
Abkhaz	0.9352331606217616
Ambonese	0.0
Acehnese	0.0316690062442519
Adyghe	0.7354497354497355
Adyghe in Cyrillic script	0.033112582781456956
Tunisian Arabic	0.11042944785276074
Tunisian Arabic in Arabic script	2.257453666398066
Tunisian Arabic in Latin script	0.08770718232044199
Afrikaans	0.22788041588675992
Akan Wiktionary	0.026516007532956687
Gheg Albanian	0.015183556081881239
Swiss German	0.25384615384615383
Amharic	1.258879781420765
Aragonese	0.19795588729816593
Old English	0.05433403805496829
Angika	0.0989010989010989
Arabic	1.1906195787807774
Aramaic	0.9006410256410257
Mapudungun	0.01780086875053232
Algerian Arabic	1.0971922246220303
Moroccan Arabic	1.5095868748764578
Egyptian Arabic	0.758858876504571
Assamese	0.5552820053715309
Asturian	0.16992717811990343
Atikamekw	0.07197943444730077
Avaric	1.6782608695652175
Kotava	0.5331588132635253
Awadhi	0.5992779783393501
Aymara	0.06022648654553399
Azerbaijani	0.6165541420066994
South Azerbaijani	1.1429329492476217
Bashkir language	6.603685987619584
Balinese	0.3208137715179969
Bavarian	0.14931903903680718
Toba Batak	0.06315789473684211
Batak Toba in Latin script	0.08764665286404417
Southern Balochi	0.08465608465608465
Central Bikol	0.044410799899066364
Belarusian	2.5887794198139025
Taraškievica	1.4577722655327192
Bulgarian	2.452916489838261
Western Balochi	0.033112582781456956
Bhojpuri	1.118572927597062
Bislama Wiktionary	0.022900763358778626
Banjar	0.026238836639532127
Bambara	0.12176732557231033
Bengali	1.2508747201724566
Tibetan	1.6649431230610134
Bishnupriya Manipuri	0.8766233766233766
Bakhtiari	0.12105263157894737
Breton	0.2053282783000743
Brahui language	0.014440277598172334
Bosnian	0.22845626998846327
Mandailing	0.0
Rinconada Bikol	0.05373134328358209
Buginese	0.029811240557197784
Russia Buriat	1.1700819672131149
Catalan	0.24629448049632746
Zamboanga Chavacano	0.02394683573310927
Min Dong	0.057944067089135964
Chechen	1.6785550983081847
Cebuano	0.1119484937878168
Chamorro	0.020435861641073368
Choctaw	0.019951773490976977
Cherokee	0.0177489363530878
Cheyenne	0.020636152055857254
Sorani	1.651190476190476
Corsican	0.14228267762598382
Capiznon	0.09763313609467456
Cree Wikiquote	0.01983212961155573
Crimean Tatar	1.3207171314741035
Crimean Tatar Cyrillic alphabet	0.10869565217391304
Crimean Tatar Latin alphabet	0.0397868833608034
Czech	0.4941702675383855
Kashubian	0.03317605973919827
Old Church Slavonic	0.02366724697689738
Chuvash	7.194829424307036
Welsh	0.1431873694729923
Danish	0.29168931758970157
Dagbani	0.10687022900763359
German	0.23586479975541025
Austrian German	0.11396528665037844
Swiss Standard German	0.19358829736909136
formal address in German	0.5454545454545454
Dinka	0.24047619047619048
Zazaki	0.06707613719289711
Lower Sorbian	0.1733573780774659
Kadazandusun	0.0168481610848572
Doteli	0.9079861111111112
Dhivehi	0.8466819221967964
Dzongkha	0.3604060913705584
Ewe	0.12552630781813226
Emilian	0.0722256664600124
Modern Greek	2.1235814704391993
Emilian-Romagnol	0.041545957334737954
English	0.16050891123545347
Canadian English	0.3756108860602157
British English	0.3489909621152368
Esperanto	0.33666238448468777
Spanish	0.18724020671309358
Latin American Spanish	0.6025641025641025
formal Spanish	0.19444444444444445
Estonian	0.2750712269076564
Basque	0.25670126019273537
Extremaduran	0.05283452051568847
Persian	1.045551470052507
Fula	0.02266906227302267
Finnish	0.2842903363851581
Meänkieli	0.057722364308042055
Fijian	0.02177816834142055
kven	0.0
Faroese	0.0522495666121219
French	0.2478940034506487
Louisiana French	0.1672571082435434
Franco-Provençal	0.11056118999323868
North Frisian	0.1820204449789537
Friulian	0.11359234362538453
West Frisian	0.13845000576634758
Irish	0.03190910793755369
Gagauz	0.024410839026636984
Gan	0.7331378299120235
simplified Gan	0.4067357512953368
traditional Gan	0.41534391534391535
Guianan Creole	0.8888888888888888
Scottish Gaelic	0.14146306461450148
Galician	0.24019001208642515
Gilaki	0.8982558139534884
Guarani	0.028585566382460414
Goan Konkani	0.951304347826087
Goan Konkani in Devanagari script	0.45077720207253885
Goan Konkani in Latin script	0.10933333333333334
Gorontalo	0.05402333686922261
Gothic	0.02132005617260309
Ancient Greek	1.581573896353167
Alemannic	0.2129787523407995
Gujarati	1.2646545273135446
Manx	0.034717006895610025
Hausa	0.05313153061870686
Hakka	0.06665063386814168
Hawaiian	0.029706866024001573
Hebrew	1.5598655916017508
Hindi	1.5189657727070678
Fiji Hindi	0.048739620955430614
Fiji Hindi in Latin script	0.01963003434280362
Hiligaynon	0.06548933038999265
Hiri Motu	0.02041530564629025
Croatian	0.26195019130295794
Hunsrik	0.08728763913298183
Upper Sorbian	0.17567452669765332
Haitian Creole	0.08991592277351049
Hungarian	0.8283547648450515
formal Hungarian	0.0
Armenian	1.2315047577921376
Western Armenian	1.493932584269663
Herero	0.019911935471301094
Interlingua	0.11492790120358835
Indonesian	0.22002875229130295
Interlingue	0.1099819229973649
Igbo	0.031366333714201465
Nuosu	0.11797752808988764
Inupiat	0.01990281827016521
Eastern Canadian (Aboriginal syllabics)	0.054009819967266774
Eastern Canadian in Latin script	0.019852768423525725
Ilocano	0.04641782444458672
Ingush	1.073394495412844
Ido	0.13728819493068198
Icelandic	0.16774613852085843
Italian	0.3232765770703018
Inuktitut	0.017669059799664676
Japanese	1.621274689104159
Jamaican Creole	0.1244591400488227
Lojban	0.029634179110206903
Jutlandic	0.0845771144278607
Javanese	0.056659789087574505
Georgian	1.9313543599257885
Karakalpak	0.0285204991087344
Kabyle	0.1267785998861696
Kabardian	0.8271954674220963
Kabardian in Cyrillic script	0.0903954802259887
Kabiye	0.4343283582089552
Cape Verdean Creole	0.05070422535211268
Kongo	0.10968566559363757
Khowar	0.12849162011173185
Gikuyu	0.020522388059701493
Kirmanjki	0.08465608465608465
Kwanyama	0.018259675204007432
Eastern Pwo	1.0
Kazakh	2.3792884874415656
Kazakh Arabic alphabets	2.572665429808287
Kazakh in China	2.3808080808080807
Kazakh in Cyrillic script	2.3531448355452973
Kazakh in Kazakhstan	1.624823695345557
Kazakh in Latin script	0.13453830166270783
Kazakh in Turkey	0.08818534691897137
Greenlandic	0.036402774455871804
Khmer	1.2635933806146573
Kannada	1.5914577530176417
Korean	1.354280510018215
North Korean standard language	0.1134020618556701
Permyak	1.9676258992805755
Kanuri	0.018974566007266856
Karachay-Balkar	0.9708333333333333
Krio	0.08011049723756906
Kinaray-a	0.014384793218597482
Karelian	0.05357142857142857
Kashmiri	0.7892976588628763
Kashmiri in Arabic script	0.11864406779661017
Kashmiri in Devanagari script	0.11797752808988764
Ripuarian	0.04393462800875274
Kurdish	0.11370784873089021
Kurdish Arabic alphabet	0.9049145299145299
Kurdish in Latin script	0.036771042803792016
Kumyk	0.0
Komi	3.4375
Cornish	0.03270389714744878
Kyrgyz	3.568093385214008
Latin	0.7424379096758674
Judaeo-Spanish	0.034955277280858676
Luxembourgish	0.18625520450649033
Lak	0.44493392070484583
Lezgian	1.471943887775551
Lingua Franca Nova	0.03806702344546381
Luganda	0.018547587574355585
Limburgish	0.14346647767912804
Ligurian	0.11952821378001385
Livonian	0.08908973531310523
Laki	0.05224787363304982
Ladin	0.5364238410596026
Lombard	0.1732122402225495
Lingala	0.03247653372410789
Lao	0.06118961854622702
Lozi	0.01411420456990404
Northern Luri	0.9686684073107049
Lithuanian	0.2813657134393531
Latgalian	0.023562219617669643
Mizo	0.014076019112392923
Southern Luri	0.017297006632012904
Latvian	0.34207817257783124
Classical Chinese	0.673128735181738
Laz	0.013885295385942216
Madurese	0.019867549668874173
Maithili	1.102789645639608
Banyumasan	0.025618654822335024
Moksha	0.7854545454545454
Malagasy	0.14297844595567888
Marshallese	0.017749911691981632
Meadow Mari	0.7703804347826086
Māori	0.03114342366159947
Minangkabau	0.08454568657478305
Macedonian	1.3276431091385001
Malayalam	1.480260463592432
Mongolian	1.1911496350364963
Meitei	1.8333333333333333
Mon language spelling	1.8181818181818181
Moldovan	0.02807239247190504
Marathi	1.5115867054071292
Hill Mari	1.5900621118012421
Malay	0.1645527699093843
Maltese	0.21219742219427853
Muscogee	0.01959303711946586
Mirandese	0.06155657852478321
Burmese	0.24235343208846233
Erzya	0.5466408893185114
Mazanderani	1.730438344940598
Nauruan Wikiquote	0.019802770790913082
Nahuatl	0.043374027219415044
Southern Min	1.3047078306127278
Neapolitan	0.11167272754995464
Bokmål	0.26558077872279673
Low German	0.19392630612585546
Dutch Low Saxon	0.17548520902491854
Nepali	1.3317445185891326
Newar	1.533271719038817
Ndonga	0.01829911547512781
Nias	0.0
Niuean	0.08923076923076922
Dutch	0.32203133118624744
informal Dutch	0.5
Nynorsk	0.15093901421981062
Norwegian	0.0979381443298969
Northern Thai	0.11176470588235295
Novial	0.02837961550198352
N'Ko	2.3916349809885933
Norman	0.11195675042764752
Northern Sotho	0.02012421358283594
Navajo	0.02333830464750695
Chewa	0.021919574502377307
Noongar	0.08871989860583017
Occitan	0.14143979633716192
Livvi-Karelian	0.1791363830696879
Oromo	0.020380049430736194
Odia	1.3143013698630137
Ossetian	3.3437139561707037
Ottoman Turkish	0.3694581280788177
Eastern Punjabi	1.106595538312318
Pangasinan	0.024041327240214582
Kapampangan	0.033952496954933006
Papiamento	0.13115202333211812
Picard	0.12104588831291235
Pennsylvania German	0.03712281846354591
Plautdietsch	0.02097762120180952
Palatinate German	0.18637390440046986
Pali	0.1493989696622782
Pitkern	0.020622243413994518
Polish	0.4941048346391029
Piedmontese	0.1517539781870195
Western Punjabi	2.250784518828452
Pontic Greek	0.12235817575083426
Old Prussian	0.12471822670674108
Pashto	2.1915584415584415
Portuguese	0.3588814386898497
Brazilian Portuguese	0.33204867094887464
Quechua	0.1811102819506181
Kichwa	0.016033863519753718
Romagnol	0.17044807830936753
Riffian	0.014340139548820683
Romansh	0.09629440140330361
Finnish Kalo	0.0829103214890017
Romani	0.020896224565805466
Kirundi	0.018811681772406847
Romanian	0.34628455324517854
Tarantino	0.021593032966158984
Russian	1.5478989089669282
Rusyn	0.9445876288659794
Aromanian	0.026657060518731988
Megleno-Romanian	0.04574132492113565
Megleno-Romanian in Cyrillic script	0.08465608465608465
Megleno-Romanian in Latin script	0.017813567593948268
Kinyarwanda	0.02140942014486374
Marwari (India)	0.04938271604938271
Sanskrit	1.7645021645021646
Sakha	3.7720588235294117
Santali	0.05592868482110148
Sardinian	0.11081956230460027
Sicilian	0.12499538884913051
Scots	0.2960618462937699
Sindhi	2.3448275862068964
Sassarese	0.014741910957168201
Southern Kurdish	0.033112582781456956
Northern Sami	0.04073332369882528
Seri	0.01753642832937987
Koyraboro Senni	0.030303030303030304
Sango	0.018284561049445005
Samogitian	0.05768022616616931
Serbo-Croatian	0.46195872116552006
Tashelhit	0.0594855305466238
Tachelhit in Latin script	0.018020583329943458
Tachelhit in Tifinagh script	0.0903954802259887
Shan	0.4604651162790698
Shawiya in Latin script	0.8888888888888888
Sinhala	2.2455731593662627
Simple English	0.09278951201747997
Kildin Sami	0.4233128834355828
Pite Sami	0.03442089920394663
Ume Sami	0.12033898305084746
Slovak	0.18662447534102833
Saraiki	4.458333333333333
Saraiki in Arabic script	2.6666666666666665
Slovene	0.17261051630486013
Silesian German	0.015492359932088286
Samoan	0.021286869743672287
Southern Sami	0.025398037858353425
Lule Sami	0.03857442348008386
Inari Sami	0.21338383838383837
Skolt Sami	0.16736990154711673
Shona	0.021804802478698683
Somali	0.045520315982949436
Albanian	0.1260228352247466
Serbian	1.2739359225109435
Serbian written in Cyrillic	1.2319549566180543
Serbian written in Latin script	0.19953567937438904
Sranan Tongo	0.043976348854397634
Sirionó	0.09533468559837728
Swazi	0.022609227008860373
Sesotho	0.02200479233226837
Saterland Frisian	0.039372673058548316
Siberian Tatar	0.5
Sundanese	0.03236727888299159
Swedish	0.30789344233703014
Swahili	0.14559268160322505
Silesian	0.03784275321768327
Sakizaya	0.3130016051364366
Tamil	1.6921181270957055
Atayal	0.0
Tulu	1.3455210237659962
Telugu	2.080745341614907
Tetum	0.03586748565099184
Tajik	0.8191108190048126
Tajik in Cyrillic script	0.49480968858131485
Tajik in Latin script	0.04673270490493689
Thai	2.7442925831976677
Tigrinya	1.2121212121212122
Turkmen	0.05876046348604181
Tagalog	0.12355320910326299
Talysh	0.08791208791208792
Tswana	0.02169974636660091
Tongan	0.04076987581360061
Tok Pisin	0.021395277756552304
Turkish	0.2932128138586216
Turoyo	0.013931421177485442
Tsonga	0.018940920448134117
Tatar	0.4836789428926539
Tatar in Cyrillic script	0.6469864698646987
Tatar in Latin script	0.01857874623953167
Tumbuka	0.019828661062623175
Twi	0.021358375191089757
Tahitian	0.05151064045742126
Tuvan	1.723809523809524
Central Atlas Tamazight	0.75
Udmurt	1.3383947939262473
Uyghur	1.4597544338335606
Uyghur Arabic alphabet	0.45147679324894513
Uyghur Latin alphabet	0.01837622474285482
Ukrainian	3.373342697486946
Urdu	2.244181277555624
Uzbek	0.5599939704552306
Uzbek Cyrillic alphabet	0.0
Uzbek Latin alphabet	1.0
Venda	0.019543452142571086
Venetian	0.1360689881974641
Veps	0.1718234403509453
Vietnamese	0.42130566654874646
West Flemish	0.1211268025265165
Main-Franconian	0.1283488398161641
Volapük	0.11082973603813884
Votic	0.017994124367553453
Võro	0.7532808398950132
Walloon	0.1434136488241235
Waray	0.057233918391165775
Wolof	0.10949181056073795
Wu Chinese	1.3622412194870739
Kalmyk Oirat	1.1472868217054264
Xhosa	0.024737216470402276
Mingrelian	0.8409182440596054
Yiddish	1.4876627827278959
Yoruba	0.13913018548780137
Cantonese	1.2249804704452738
Zhuang	0.022495052703848793
Zeelandic	0.05245407812448839
Standard Moroccan Berber	0.5
Chinese	1.0482011267652334
Putonghua	1.665711522619005
Simplified Chinese	1.5349764039108542
Traditional Chinese	0.8860405893275589
Chinese (Hong Kong)	1.3538788250946678
Chinese in Macau	1.0422014780241151
Malaysian Mandarin	0.9725762842796446
Singaporean Mandarin	1.3850931677018634
Taiwanese Mandarin	1.463646967340591
Zulu	0.1089625680432489
